age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,education_age_ratio,work_age_ratio,dataset_split
28,2,188278,1,13,4,2,1,4,1,0,0,50,38,0,0.4642857142857143,92.85714285714286,test
30,2,303485,1,10,4,4,4,2,0,0,0,40,38,0,0.3333333333333333,69.33333333333333,train
39,2,67187,2,9,4,1,3,0,0,0,0,40,38,0,0.2307692307692307,53.333333333333336,train
43,2,114508,2,9,0,1,4,4,0,0,0,40,38,0,0.2093023255813953,48.372093023255815,train
24,0,204172,1,13,4,3,2,4,0,0,0,40,38,0,0.5416666666666666,86.66666666666667,train
27,2,162973,0,11,4,2,1,4,1,0,0,56,38,0,0.4074074074074074,107.85185185185183,train
64,3,192695,4,3,2,4,0,4,1,0,0,70,1,0,0.046875,56.875,train
41,2,89172,1,10,2,4,0,4,1,0,0,40,38,1,0.2439024390243902,50.73170731707317,test
28,0,163320,2,9,4,4,3,4,1,0,0,40,38,0,0.3214285714285714,74.28571428571429,train
61,0,128230,2,9,2,1,0,4,1,0,0,30,38,0,0.1475409836065573,25.57377049180328,validation
27,0,246440,4,7,0,4,4,4,0,0,0,40,38,0,0.2592592592592592,77.03703703703704,test
49,0,50567,1,10,0,1,1,4,0,0,0,32,38,0,0.2040816326530612,33.95918367346939,validation
20,0,117476,1,10,2,4,0,4,1,0,0,40,38,0,0.5,104.0,train
41,0,315834,1,13,4,1,1,4,0,0,1876,40,38,0,0.3170731707317073,50.73170731707317,train
28,2,214881,2,9,2,4,0,4,1,0,0,40,38,0,0.3214285714285714,74.28571428571429,train
36,0,195516,2,9,0,4,1,4,1,0,0,40,38,0,0.25,57.77777777777778,train
44,3,218653,1,13,0,4,3,4,1,0,0,40,38,0,0.2954545454545454,47.27272727272727,train
51,0,87205,1,13,2,1,5,4,0,7688,0,20,38,1,0.2549019607843137,20.392156862745097,train
40,0,164647,1,10,0,1,4,2,0,0,0,38,38,0,0.25,49.4,train
19,0,129151,2,9,4,4,1,4,0,0,0,40,38,0,0.4736842105263157,109.47368421052632,train
54,0,319697,1,10,2,1,5,4,0,0,0,40,38,0,0.1851851851851851,38.51851851851852,test
55,3,193374,2,9,0,4,1,4,1,0,0,40,38,0,0.1636363636363636,37.81818181818182,train
57,0,167864,0,11,6,1,1,4,0,0,0,40,38,0,0.1929824561403508,36.49122807017544,train
29,0,197932,1,10,5,3,1,4,0,0,0,30,12,0,0.3448275862068966,53.793103448275865,train
51,0,102904,2,9,0,3,4,4,0,0,0,43,38,0,0.1764705882352941,43.84313725490196,train
44,0,216907,2,9,0,0,1,4,1,0,0,37,38,0,0.2045454545454545,43.72727272727273,train
35,2,331395,0,11,2,2,0,4,1,0,0,42,38,0,0.3142857142857143,62.4,train
40,0,171424,2,9,0,4,1,4,1,0,0,40,38,0,0.225,52.0,test
46,0,35406,4,4,5,0,1,4,0,0,0,32,38,0,0.0869565217391304,36.17391304347826,validation
25,0,238964,1,10,2,4,0,4,1,0,0,60,38,1,0.4,124.8,train
33,0,213002,1,13,4,1,1,4,1,0,1408,36,38,0,0.3939393939393939,56.72727272727273,train
32,0,27882,1,10,4,4,2,4,0,0,2205,40,14,0,0.3125,65.0,train
22,0,340543,2,9,4,1,1,4,0,0,0,40,38,0,0.4090909090909091,94.54545454545456,train
39,0,70240,1,10,2,3,5,1,0,0,0,40,29,0,0.2564102564102564,53.333333333333336,train
18,3,87169,2,9,4,4,3,1,1,0,0,40,38,0,0.5,115.55555555555556,validation
43,0,253759,2,9,0,1,4,2,0,0,0,45,38,0,0.2093023255813953,54.41860465116279,train
46,0,194431,2,9,4,1,2,4,1,0,0,40,38,0,0.1956521739130435,45.21739130434783,train
63,0,137843,1,10,2,3,0,4,1,7298,0,48,38,1,0.1587301587301587,39.61904761904762,validation
59,0,182460,1,13,2,1,0,4,1,0,0,60,38,1,0.2203389830508474,52.88135593220339,train
40,2,26929,2,14,4,1,1,4,0,0,0,40,38,0,0.35,52.0,train
23,0,399022,2,9,4,0,3,4,1,0,0,35,38,0,0.391304347826087,79.1304347826087,test
36,0,218490,0,11,2,3,0,4,1,0,0,60,38,0,0.3055555555555556,86.66666666666667,train
48,0,164423,2,9,0,4,4,4,0,0,0,40,38,0,0.1875,43.333333333333336,train
43,0,124436,1,10,2,1,5,4,0,0,0,40,38,1,0.2325581395348837,48.372093023255815,test
18,0,60981,4,6,4,0,3,4,0,0,0,30,38,0,0.3333333333333333,86.66666666666667,train
17,0,70868,4,7,4,4,3,4,1,0,0,16,38,0,0.4117647058823529,48.94117647058823,train
53,0,228500,2,9,2,4,0,4,1,0,0,40,38,1,0.1698113207547169,39.24528301886792,train
36,2,76767,1,10,0,1,1,4,0,0,0,39,38,0,0.2777777777777778,56.333333333333336,test
20,0,218178,2,9,4,4,1,4,1,0,0,40,38,0,0.45,104.0,train
22,0,615367,1,13,4,3,1,4,0,0,0,60,38,0,0.5909090909090909,141.8181818181818,train
34,0,150324,1,13,2,1,0,4,1,0,0,40,38,1,0.3823529411764705,61.1764705882353,train
39,0,51264,4,7,0,0,3,4,1,0,0,40,38,0,0.1794871794871795,53.333333333333336,train
57,0,197642,1,10,6,0,1,4,0,0,0,40,38,0,0.175438596491228,36.49122807017544,train
30,0,229895,4,6,0,0,4,4,0,0,0,40,38,0,0.2,69.33333333333333,validation
37,0,167415,2,15,2,1,0,4,1,0,0,60,38,1,0.4054054054054054,84.32432432432432,train
51,0,166934,2,9,2,4,0,4,1,0,0,40,38,1,0.1764705882352941,40.78431372549019,validation
38,0,305597,2,9,4,4,4,4,1,0,0,40,38,0,0.2368421052631578,54.73684210526316,train
34,0,301591,2,9,4,1,4,4,0,0,0,35,38,0,0.2647058823529412,53.52941176470589,train
47,2,229646,2,9,3,1,1,2,0,0,0,40,32,0,0.1914893617021276,44.255319148936174,train
28,3,51461,2,9,2,4,0,4,1,0,0,40,38,0,0.3214285714285714,74.28571428571429,train
25,0,206600,4,6,4,0,1,4,1,0,0,24,26,0,0.24,49.92,train
25,0,176836,1,10,4,1,1,4,0,0,0,60,38,0,0.4,124.8,train
50,0,204447,2,14,2,1,0,4,1,15024,0,65,38,1,0.28,67.6,test
50,0,33304,2,9,2,4,0,4,1,0,0,40,38,1,0.18,41.6,train
43,0,174051,1,13,2,4,0,4,1,0,0,48,38,0,0.3023255813953488,58.04651162790697,validation
27,0,38918,2,9,4,4,1,4,1,0,1876,75,38,0,0.3333333333333333,144.44444444444446,train
32,0,170017,2,9,2,4,0,4,1,0,0,50,38,0,0.28125,81.25,train
44,0,98466,4,6,4,4,4,4,1,0,0,35,38,0,0.1363636363636363,41.36363636363637,train
19,0,188864,2,9,4,3,4,2,0,0,0,20,38,0,0.4736842105263157,54.73684210526316,train
53,3,137815,1,10,6,1,1,4,1,0,0,40,38,1,0.1886792452830188,39.24528301886792,train
21,0,43475,2,9,4,2,1,4,1,0,0,40,38,0,0.4285714285714285,99.04761904761904,train
26,0,557236,2,9,4,4,1,4,1,0,0,40,38,0,0.3461538461538461,80.0,train
68,0,32779,2,9,2,4,0,4,1,0,419,12,38,0,0.1323529411764706,9.176470588235292,train
31,0,161765,1,10,2,3,0,4,1,0,2051,57,38,0,0.3225806451612903,95.61290322580643,train
32,0,207668,1,13,4,1,2,4,1,0,2444,50,38,1,0.40625,81.25,train
33,0,171215,2,14,4,1,3,4,1,0,0,40,38,0,0.4242424242424242,63.03030303030303,train
24,0,183751,4,7,2,4,0,4,1,0,0,65,38,0,0.2916666666666667,140.83333333333334,train
30,0,149507,2,9,2,3,0,4,1,0,0,42,38,0,0.3,72.8,train
49,0,98092,2,9,2,4,0,4,1,0,0,40,38,1,0.1836734693877551,42.44897959183673,test
18,0,123714,4,7,4,4,1,2,1,0,0,40,38,0,0.3888888888888889,115.55555555555556,train
30,2,190385,1,10,4,1,1,4,0,0,0,37,38,0,0.3333333333333333,64.13333333333334,train
51,0,334273,2,9,2,4,0,4,1,0,0,40,38,0,0.1764705882352941,40.78431372549019,test
52,0,343440,1,10,2,1,0,4,1,0,0,40,38,0,0.1923076923076923,40.0,train
52,0,208302,2,9,0,0,2,4,1,0,0,30,38,0,0.173076923076923,30.0,train
23,2,280164,2,9,4,0,3,2,1,0,0,32,38,0,0.391304347826087,72.34782608695652,train
23,3,174714,4,6,4,4,1,4,1,0,0,60,38,0,0.2608695652173913,135.65217391304347,train
36,0,184655,2,9,2,4,0,4,1,0,0,48,38,0,0.25,69.33333333333333,train
19,0,140459,4,7,4,4,2,4,1,0,0,25,38,0,0.3684210526315789,68.42105263157895,train
53,3,108815,2,9,2,4,0,4,1,0,0,60,38,0,0.1698113207547169,58.86792452830189,train
17,0,152652,4,7,4,4,3,4,1,0,0,25,38,0,0.4117647058823529,76.47058823529412,train
69,0,269499,2,9,6,4,1,4,0,0,0,8,38,0,0.1304347826086956,6.028985507246377,train
46,2,33373,1,13,0,1,4,4,0,0,0,40,38,0,0.2826086956521739,45.21739130434783,train
33,0,243674,2,9,5,1,1,4,1,0,0,46,38,0,0.2727272727272727,72.48484848484848,train
40,0,225432,1,10,2,4,0,4,1,0,0,45,38,0,0.25,58.5,test
29,2,195520,2,14,2,1,0,4,1,0,0,40,38,0,0.4827586206896552,71.72413793103448,train
41,0,70092,1,10,0,1,4,4,0,0,0,38,38,0,0.2439024390243902,48.19512195121951,train
22,0,189888,2,9,2,3,0,4,1,0,0,45,38,0,0.4090909090909091,106.36363636363636,train
28,0,64307,4,4,2,4,0,4,1,0,0,40,38,0,0.1428571428571428,74.28571428571429,train
31,0,94235,1,13,2,4,0,4,1,0,0,46,38,0,0.4193548387096774,77.16129032258064,train
35,0,62333,1,13,4,1,1,4,0,0,0,40,38,0,0.3714285714285714,59.42857142857143,train
38,0,260997,1,10,2,4,0,2,1,0,0,40,38,0,0.2631578947368421,54.73684210526316,test
17,0,146268,4,6,4,0,3,4,0,0,0,10,38,0,0.3529411764705882,30.58823529411765,train
39,0,147258,4,6,2,4,0,4,1,0,0,40,38,0,0.1538461538461538,53.333333333333336,train
27,3,207948,1,10,4,0,1,2,1,0,0,40,38,0,0.3703703703703703,77.03703703703704,train
50,0,180607,2,9,4,1,3,4,0,0,0,40,38,0,0.18,41.6,train
56,2,104996,2,9,2,4,0,4,1,0,0,40,38,0,0.1607142857142857,37.142857142857146,validation
80,3,562336,2,9,2,4,0,4,1,0,0,20,38,0,0.1125,13.0,train
38,3,334366,1,10,2,4,5,4,0,0,0,15,38,0,0.2631578947368421,20.526315789473685,train
52,2,142757,2,9,2,2,0,2,1,0,0,40,38,1,0.173076923076923,40.0,validation
26,2,220656,1,13,4,1,3,2,1,0,0,38,8,0,0.5,76.0,train
43,0,96483,2,9,0,0,3,1,0,0,0,40,34,0,0.2093023255813953,48.372093023255815,train
45,0,51744,1,13,4,1,1,4,0,0,0,42,38,0,0.2888888888888888,48.53333333333333,train
41,3,114967,0,11,2,1,0,2,1,0,0,40,38,1,0.2682926829268293,50.73170731707317,train
30,0,393965,0,12,0,1,1,4,0,0,0,25,38,0,0.4,43.333333333333336,train
24,0,41838,1,10,2,4,0,4,1,2407,0,40,38,0,0.4166666666666667,86.66666666666667,train
43,2,143046,1,10,0,0,4,4,0,0,0,20,38,0,0.2325581395348837,24.186046511627907,train
44,0,209174,1,13,2,1,0,4,1,0,0,70,38,1,0.2954545454545454,82.72727272727273,validation
54,0,183248,2,9,0,4,1,2,1,0,0,40,38,0,0.1666666666666666,38.51851851851852,train
23,0,102942,1,13,4,1,3,4,0,0,2258,40,38,1,0.5652173913043478,90.43478260869566,train
33,3,427474,2,9,2,3,0,4,1,0,0,60,38,1,0.2727272727272727,94.54545454545456,train
18,0,338632,4,7,4,0,3,4,1,0,0,16,38,0,0.3888888888888889,46.22222222222222,train
38,0,89559,1,10,5,1,4,4,0,0,0,40,10,0,0.2631578947368421,54.73684210526316,train
41,3,32533,0,11,2,4,0,4,1,0,0,45,38,0,0.2682926829268293,57.073170731707314,train
66,3,112376,4,4,2,4,0,4,1,0,0,40,38,1,0.0606060606060606,31.51515151515152,train
60,3,44915,2,14,0,1,4,4,0,0,0,10,38,0,0.2333333333333333,8.666666666666666,validation
24,2,111450,4,6,4,4,4,2,1,0,0,65,13,0,0.25,140.83333333333334,train
61,0,171429,4,7,0,0,4,4,0,0,0,36,38,0,0.1147540983606557,30.688524590163933,train
35,2,190964,1,13,2,4,0,4,1,0,0,40,38,0,0.3714285714285714,59.42857142857143,train
19,0,109005,1,10,4,1,3,4,0,0,0,40,38,0,0.5263157894736842,109.47368421052632,train
52,0,404453,2,9,4,1,4,2,0,0,0,40,38,0,0.173076923076923,40.0,train
38,3,280169,1,13,2,3,0,4,1,7298,0,50,38,1,0.3421052631578947,68.42105263157895,train
39,3,163204,2,9,2,3,0,4,1,0,0,40,38,0,0.2307692307692307,53.333333333333336,validation
33,3,192256,1,13,2,4,0,4,1,0,0,50,38,0,0.3939393939393939,78.78787878787878,validation
52,0,181755,2,9,0,1,4,4,0,0,0,40,38,0,0.173076923076923,40.0,validation
41,0,183105,2,9,5,4,4,4,0,0,0,44,4,0,0.2195121951219512,55.80487804878049,train
37,0,335168,1,10,2,3,0,4,1,0,0,55,38,0,0.2702702702702703,77.29729729729729,validation
38,2,86643,1,13,2,1,0,4,1,0,0,45,38,1,0.3421052631578947,61.578947368421055,train
27,0,180262,1,10,4,1,1,4,0,0,0,40,38,0,0.3703703703703703,77.03703703703704,train
38,0,127865,2,14,4,1,4,4,0,0,0,40,38,0,0.3684210526315789,54.73684210526316,test
38,3,146042,1,13,2,1,0,1,1,3103,0,60,38,1,0.3421052631578947,82.10526315789474,train
49,3,102110,2,9,2,1,0,4,1,0,0,30,38,1,0.1836734693877551,31.836734693877556,validation
22,0,202745,2,9,4,4,2,4,1,0,0,55,38,0,0.4090909090909091,130.0,test
40,2,199303,0,12,2,1,0,4,1,0,0,40,38,1,0.3,52.0,train
20,0,266467,2,9,2,4,0,4,1,0,0,40,38,0,0.45,104.0,train
34,2,345259,3,16,4,1,1,4,0,0,0,99,38,0,0.4705882352941176,151.41176470588235,train
24,0,204935,2,14,4,1,1,4,1,0,0,56,38,0,0.5833333333333334,121.33333333333331,train
58,2,244830,1,13,5,1,1,4,1,4787,0,40,38,1,0.2241379310344827,35.86206896551724,train
24,0,190457,1,10,4,1,3,4,0,0,0,40,38,0,0.4166666666666667,86.66666666666667,train
43,0,180138,2,9,4,4,1,4,1,0,0,45,38,0,0.2093023255813953,54.41860465116279,train
38,0,166585,2,9,4,1,3,4,0,0,0,40,38,0,0.2368421052631578,54.73684210526316,train
42,0,29962,2,9,2,4,0,4,1,0,0,40,38,0,0.2142857142857142,49.523809523809526,train
27,0,191129,1,10,2,4,0,4,1,0,0,40,38,0,0.3703703703703703,77.03703703703704,train
18,0,378707,4,6,4,3,3,4,0,0,0,20,38,0,0.3333333333333333,57.77777777777778,train
37,0,116358,2,9,4,4,2,0,1,27828,0,48,38,1,0.2432432432432432,67.45945945945945,validation
48,0,240629,2,9,0,4,1,4,1,0,0,65,38,0,0.1875,70.41666666666667,train
40,0,233320,4,4,5,0,1,4,0,0,0,25,38,0,0.1,32.5,train
50,3,302708,1,13,2,1,0,1,1,7688,0,50,23,1,0.26,52.0,validation
57,0,29375,2,9,5,3,1,0,0,0,0,35,38,0,0.1578947368421052,31.92982456140351,train
36,2,137314,1,10,2,2,0,4,1,0,0,60,38,1,0.2777777777777778,86.66666666666667,train
41,0,140886,2,9,2,4,0,4,1,0,0,40,38,0,0.2195121951219512,50.73170731707317,train
90,0,226968,4,4,2,4,0,4,1,0,0,40,38,0,0.0444444444444444,23.11111111111111,train
66,0,151793,4,4,6,0,1,2,0,0,0,10,38,0,0.0606060606060606,7.878787878787879,test
34,3,56460,2,9,2,4,5,4,0,0,2179,12,38,0,0.2647058823529412,18.352941176470587,test
23,0,72887,2,9,4,4,3,1,1,0,0,1,39,0,0.391304347826087,2.260869565217391,train
35,0,261646,2,9,2,2,0,4,1,0,0,55,38,0,0.2571428571428571,81.71428571428571,test
32,0,178615,2,9,2,4,0,4,1,2407,0,40,38,0,0.28125,65.0,train
33,0,295589,1,13,4,1,1,2,1,0,0,50,38,1,0.3939393939393939,78.78787878787878,test
32,3,377836,0,11,2,1,0,4,1,0,0,40,38,0,0.34375,65.0,train
31,0,56510,1,10,2,4,0,1,1,0,0,40,38,0,0.3225806451612903,67.09677419354838,train
32,3,337696,1,10,2,3,0,4,1,0,0,50,38,0,0.3125,81.25,train
40,0,183765,2,9,2,0,0,4,1,0,0,40,38,0,0.225,52.0,train
27,3,107846,2,9,4,2,1,4,1,0,0,30,38,0,0.3333333333333333,57.77777777777778,train
34,2,22641,2,9,4,2,1,0,1,0,0,40,38,0,0.2647058823529412,61.1764705882353,test
35,0,204590,0,11,2,0,5,2,0,0,0,40,38,1,0.3142857142857143,59.42857142857143,test
29,0,114801,1,10,2,1,0,4,1,0,0,40,38,0,0.3448275862068966,71.72413793103448,train
41,0,190591,2,9,5,0,4,2,0,0,0,20,38,0,0.2195121951219512,25.365853658536587,train
33,2,220066,3,16,2,1,5,4,0,0,0,48,38,1,0.4848484848484848,75.63636363636364,test
52,0,128378,1,13,2,1,0,4,1,0,0,40,38,1,0.25,40.0,test
20,0,157595,2,9,2,4,0,4,1,0,0,40,38,0,0.45,104.0,train
18,2,152171,4,7,4,2,3,4,1,0,0,10,38,0,0.3888888888888889,28.88888888888889,train
49,0,240841,4,4,0,0,4,4,0,0,0,35,38,0,0.0816326530612244,37.142857142857146,train
58,0,94345,2,9,2,3,0,4,1,0,0,40,38,0,0.1551724137931034,35.86206896551724,train
23,3,289116,2,9,0,0,4,4,0,0,0,50,38,0,0.391304347826087,113.04347826086956,train
59,0,176647,2,9,2,4,0,4,1,0,0,40,38,1,0.1525423728813559,35.25423728813559,validation
49,3,79627,1,10,2,1,0,4,1,0,0,40,38,0,0.2040816326530612,42.44897959183673,train
23,2,210781,1,13,4,1,3,4,0,0,0,15,38,0,0.5652173913043478,33.91304347826087,train
20,0,493443,4,7,4,4,1,4,1,0,0,40,38,0,0.35,104.0,validation
36,0,86459,0,11,2,1,0,4,1,0,1887,50,38,1,0.3055555555555556,72.22222222222223,train
64,0,312242,1,10,6,1,1,4,0,0,0,3,38,0,0.15625,2.4375,train
34,0,185408,1,10,4,1,1,4,0,0,0,40,38,0,0.2941176470588235,61.1764705882353,train
63,0,101077,0,12,3,1,2,4,0,0,0,35,38,0,0.1904761904761904,28.88888888888889,train
51,0,147200,2,9,4,1,1,2,0,0,0,40,38,0,0.1764705882352941,40.78431372549019,train
40,2,166327,1,10,0,1,1,2,0,0,0,35,38,0,0.25,45.5,validation
55,0,178644,4,5,2,4,0,4,1,0,0,55,38,0,0.0909090909090909,52.0,train
30,0,158420,1,13,4,4,1,4,1,0,0,25,38,0,0.4333333333333333,43.333333333333336,train
32,3,37232,2,15,2,1,0,4,1,7688,0,45,38,1,0.46875,73.125,train
55,0,141877,1,13,2,4,0,4,1,0,0,40,38,0,0.2363636363636363,37.81818181818182,test
47,2,81654,1,10,0,1,1,4,1,0,0,56,38,1,0.2127659574468085,61.95744680851064,test
50,0,177705,1,13,0,0,1,4,1,0,0,40,38,0,0.26,41.6,train
42,0,124792,2,9,2,4,0,2,1,7688,0,45,38,1,0.2142857142857142,55.71428571428572,validation
32,3,129497,1,10,2,4,0,4,1,0,0,55,38,1,0.3125,89.375,train
60,0,114413,0,12,2,3,0,4,1,0,0,30,38,0,0.2,26.0,train
53,0,189511,2,9,2,4,0,4,1,0,0,40,38,0,0.1698113207547169,39.24528301886792,train
58,0,111625,1,13,6,1,4,4,1,8614,0,40,38,1,0.2241379310344827,35.86206896551724,validation
45,0,246431,1,13,4,1,1,4,1,0,0,30,38,0,0.2888888888888888,34.666666666666664,validation
31,0,147654,2,9,4,1,3,4,1,0,0,40,38,0,0.2903225806451613,67.09677419354838,train
32,3,443546,2,9,4,4,1,4,1,0,0,40,38,0,0.28125,65.0,train
37,0,281751,1,10,0,0,4,4,0,0,0,30,38,0,0.2702702702702703,42.16216216216216,validation
28,0,263128,1,10,4,1,1,4,0,0,0,60,38,0,0.3571428571428571,111.42857142857144,train
26,0,292692,4,8,4,4,1,4,1,0,0,40,25,0,0.3076923076923077,80.0,train
47,3,96798,2,9,2,1,0,4,1,0,0,80,38,1,0.1914893617021276,88.51063829787235,train
34,0,430554,1,10,2,1,0,4,1,0,0,50,38,1,0.2941176470588235,76.47058823529412,train
42,0,317078,2,9,0,4,1,2,1,0,0,40,38,0,0.2142857142857142,49.523809523809526,train
48,0,108557,1,13,2,1,5,4,0,99999,0,40,38,1,0.2708333333333333,43.333333333333336,train
32,0,207400,2,9,4,4,4,2,0,0,0,40,38,0,0.28125,65.0,train
35,0,187089,0,11,2,1,5,4,0,0,0,42,38,1,0.3142857142857143,62.4,validation
46,2,398986,3,16,2,1,5,4,0,0,1902,52,38,1,0.3478260869565217,58.78260869565217,test
38,0,238980,1,10,2,0,0,4,1,0,0,40,38,0,0.2631578947368421,54.73684210526316,validation
35,0,183800,1,13,2,1,0,4,1,0,0,40,38,1,0.3714285714285714,59.42857142857143,train
45,0,287190,0,12,0,1,4,2,1,0,0,35,38,0,0.2666666666666666,40.44444444444444,validation
31,0,111363,1,13,4,1,1,4,1,0,0,40,38,0,0.4193548387096774,67.09677419354838,test
52,3,260938,1,10,2,1,0,4,1,0,0,60,38,1,0.1923076923076923,60.0,train
20,0,183594,1,10,4,4,3,4,1,0,0,50,38,0,0.5,130.0,validation
24,0,172496,2,14,4,1,1,4,1,0,0,50,38,0,0.5833333333333334,108.33333333333331,train
29,0,389713,0,11,2,4,0,4,1,0,0,40,38,1,0.3793103448275862,71.72413793103448,train
23,0,174413,1,13,4,1,1,4,0,0,0,40,38,0,0.5652173913043478,90.43478260869566,train
34,2,189843,2,9,2,1,0,4,1,0,0,40,38,0,0.2647058823529412,61.1764705882353,test
54,0,198546,2,14,6,1,4,4,0,0,0,38,38,0,0.2592592592592592,36.5925925925926,train
21,0,82497,1,10,4,0,1,4,0,0,0,30,38,0,0.4761904761904761,74.28571428571429,validation
23,0,193090,1,13,4,1,3,4,0,0,0,30,38,0,0.5652173913043478,67.82608695652173,validation
79,0,172220,4,4,6,3,1,4,0,2964,0,30,38,0,0.050632911392405,19.746835443037973,train
55,0,208451,2,14,2,1,0,4,1,0,0,40,38,1,0.2545454545454545,37.81818181818182,train
60,0,163729,2,9,0,1,4,4,0,2597,0,40,38,0,0.15,34.666666666666664,validation
37,0,434097,0,12,0,4,1,2,1,0,0,40,38,0,0.3243243243243243,56.21621621621622,train
47,0,192053,2,9,0,4,1,4,1,0,1590,40,38,0,0.1914893617021276,44.255319148936174,train
20,2,178628,1,10,4,1,3,4,1,0,0,40,38,0,0.5,104.0,train
53,0,96827,1,13,4,0,1,4,1,0,0,40,1,0,0.2452830188679245,39.24528301886792,train
34,0,154667,2,9,2,4,5,4,0,0,0,40,38,0,0.2647058823529412,61.1764705882353,test
43,0,160246,1,10,0,1,4,2,0,0,0,40,38,0,0.2325581395348837,48.372093023255815,train
24,3,166036,1,10,2,4,0,4,1,0,0,60,38,0,0.4166666666666667,130.0,train
23,0,186813,2,9,4,2,3,0,1,0,0,40,38,0,0.391304347826087,90.43478260869566,train
29,0,162312,0,11,4,4,1,3,1,0,0,40,38,0,0.3793103448275862,71.72413793103448,train
58,0,183893,1,10,0,1,4,2,0,0,0,40,38,0,0.1724137931034483,35.86206896551724,train
40,0,111829,2,14,4,1,3,4,0,0,0,40,38,0,0.35,52.0,train
43,2,175669,1,10,2,1,5,4,0,0,0,40,38,0,0.2325581395348837,48.372093023255815,validation
25,2,104097,2,14,4,1,1,4,1,0,0,40,38,0,0.56,83.2,test
23,2,117618,1,13,4,1,3,4,1,0,0,24,38,0,0.5652173913043478,54.26086956521739,validation
34,3,202450,2,9,2,4,0,4,1,0,0,50,38,0,0.2647058823529412,76.47058823529412,train
26,0,109570,1,10,5,3,4,4,0,0,0,35,38,0,0.3846153846153846,70.0,train
60,0,101096,3,16,4,1,1,4,0,0,0,65,38,1,0.2666666666666666,56.333333333333336,test
39,0,236391,2,9,2,4,0,4,1,0,0,50,38,1,0.2307692307692307,66.66666666666667,test
21,0,136975,2,9,4,0,3,4,1,0,0,40,38,0,0.4285714285714285,99.04761904761904,train
45,0,167523,2,9,2,4,0,4,1,0,2179,45,38,0,0.2,52.0,train
33,0,240979,1,10,4,1,1,4,1,0,0,40,38,0,0.303030303030303,63.03030303030303,train
26,0,248612,1,13,4,1,1,4,1,0,0,70,38,1,0.5,140.0,test
39,0,151023,1,10,0,1,4,4,0,114,0,45,38,0,0.2564102564102564,60.0,train
29,0,236436,0,12,4,1,1,4,0,8614,0,40,38,1,0.4137931034482758,71.72413793103448,test
52,0,61735,4,7,2,0,0,4,1,0,0,40,38,0,0.1346153846153846,40.0,train
34,0,243165,1,13,2,0,0,4,1,0,0,30,38,1,0.3823529411764705,45.88235294117647,train
24,0,388885,2,9,4,4,1,4,1,0,0,48,38,0,0.375,104.0,validation
77,3,84979,3,16,2,4,0,4,1,20051,0,40,38,1,0.2077922077922078,27.01298701298701,train
34,3,87209,2,14,2,4,0,4,1,0,0,60,38,0,0.4117647058823529,91.76470588235294,train
53,3,168539,4,5,2,4,0,4,1,0,0,70,38,0,0.0943396226415094,68.67924528301887,train
31,0,179013,2,9,5,4,1,2,1,0,0,40,38,0,0.2903225806451613,67.09677419354838,test
58,0,196643,2,9,0,3,1,4,0,0,0,15,38,0,0.1551724137931034,13.448275862068966,train
50,3,68898,2,14,2,3,0,4,1,7688,0,55,38,1,0.28,57.2,train
32,0,156464,2,9,2,4,0,4,1,0,0,40,38,0,0.28125,65.0,train
57,0,35884,2,9,0,0,1,4,0,0,0,40,38,0,0.1578947368421052,36.49122807017544,test
32,0,182714,2,9,4,3,1,4,0,0,0,45,38,0,0.28125,73.125,train
77,0,344425,4,5,2,3,5,2,0,0,0,10,38,0,0.0649350649350649,6.753246753246753,train
37,3,177277,1,10,4,4,1,4,1,0,0,40,38,0,0.2702702702702703,56.21621621621622,train
51,0,70767,2,9,2,1,2,4,0,0,0,40,38,0,0.1764705882352941,40.78431372549019,train
33,3,520078,0,12,0,3,4,2,1,0,0,60,38,0,0.3636363636363636,94.54545454545456,test
53,2,321770,2,9,3,4,2,4,0,0,0,35,38,0,0.1698113207547169,34.33962264150944,train
32,0,158416,2,9,0,3,1,4,1,0,0,50,38,0,0.28125,81.25,train
30,0,312667,1,10,2,4,0,4,1,0,0,40,38,0,0.3333333333333333,69.33333333333333,train
19,0,208656,1,10,4,1,3,4,0,594,0,20,38,0,0.5263157894736842,54.73684210526316,test
33,0,31481,1,13,3,0,4,4,0,0,0,24,38,0,0.3939393939393939,37.81818181818182,train
31,0,259531,0,11,4,1,1,4,0,0,0,40,38,0,0.3548387096774194,67.09677419354838,train
28,0,186239,1,10,4,1,4,2,0,0,0,40,38,0,0.3571428571428571,74.28571428571429,train
19,0,162954,4,8,4,0,3,4,0,0,0,20,38,0,0.4210526315789473,54.73684210526316,test
27,0,249315,2,9,2,3,0,4,1,0,0,60,38,0,0.3333333333333333,115.55555555555556,train
21,0,308237,4,3,2,4,0,4,1,0,0,40,25,0,0.1428571428571428,99.04761904761904,validation
24,0,103064,1,13,4,1,1,4,0,0,0,40,38,0,0.5416666666666666,86.66666666666667,train
46,0,185847,2,9,0,4,1,4,1,0,0,54,38,0,0.1956521739130435,61.04347826086956,validation
31,0,168521,1,13,4,1,1,4,0,0,0,40,38,0,0.4193548387096774,67.09677419354838,train
60,0,198170,1,10,2,4,0,4,1,0,0,40,38,1,0.1666666666666666,34.666666666666664,train
